,wine_alcohol,wine_category,wine_country,wine_description,wine_name,wine_point,wine_price,wine_region,wine_variety,year
1282,19.5,Port/Sherry,Portugal,"This was bottled, unfiltered, in 2007, allowing aging in the bottle. It is structured, edging towards firm, the full stalky berry flavors still with fresh acidity despite the sweetness. ",Quinta do Crasto 2002 Late Bottled Vintage  (Port),87,26,Port,Port, 2002
1283,,Port/Sherry,Portugal,"Dry and solidly tannic, with hints of wood and spice. The fruit is stalky, juicy, with acidity as a constant presence. It is bright, but without great depth. ",Churchill's 2003 Late Bottled Vintage  (Port),87,33,Port,Port, 2003
1284,,Port/Sherry,Portugal,"Dry, with acidity, black currant flavors and tight tannins. The wine is freshened with spice and acidity, only just showing its sweetness with black jelly flavor at the end. ",Offley 2004 Late Bottled Vintage  (Port),87,24,Port,Port, 2004
1285,,Port/Sherry,Portugal,"A fruity, ripe wine, with berry fruits, soft tannins and primary fruit flavors. The wine has hints of raisins, as well as a ripe, juicy character. ",Barros 2005 Late Bottled Vintage  (Port),87,18,Port,Port, 2005
1286,,Port/Sherry,Portugal,"Rich and fruity, with open black fruits and soft tannins. The wine has jelly and sweet fruits, while the spirit is not yet fully integrated. ",Quinta Vale Dona Maria 2005 Late Bottled Vintage  (Port),87,28,Port,Port, 2005
1287,,Port/Sherry,Portugal,"A wine that tastes young, its tannins still fresh and dominant. The fruit is subdued, giving a more stalky character. Tight berry fruits come through the dry edge of spirit. ",Martinez Gassiot 2005 Late Bottled Vintage  (Port),87,20,Port,Port, 2005
1288,19.5,Port/Sherry,Portugal,"Very fresh fruit, somewhat stalky, with tannins that show a ripe character over good spice. The flavors of berry fruits and figs are easy, soft, finishing with attractive acidity. ",Poças NV Ruby  (Port),87,12,Port,Port,
1289,,Port/Sherry,Portugal,"Rich and deep flavored, with good quality black fruits, spice and tannins. There is raisiny fruit, well integrated with spirit and tannins. It finishes full in the mouth, ripe. ",Poças NV Special Reserve Ruby  (Port),88,19,Port,Port,
1290,,Port/Sherry,Portugal,"A firm wine, dry in style. The fruit is under the tannins, bitter chocolate, dark and brooding. If the spirit wasn't too obvious on the the finish, this would be an impressive wine. ",Warre's 2000 Late Bottled Vintage  (Port),88,62,Port,Port, 2000
1291,,Port/Sherry,Portugal,"A ripe, jammy, caramel style, with super-sweet fruit and spice followed by toast and fig jam. The wine is big, bold, opulent, finishing with bright berry flavors. ",Quinta da Gaivosa 2004 Late Bottled Vintage  (Port),88,20,Port,Port, 2004
1292,,Port/Sherry,Portugal,"A serious, impressive wine produced from a small parcel of old vines at Vargellas. With minerality, spice, dark black plums and a dense tannic structure, this is obviously ready for a long haul of aging. The tannins give an initial bitterness, but then the juicy, wonderfully ripe fruit comes in. ",Taylor Fladgate 2007 Quinta de Vargellas Vinha Velhas Vintage  (Port),96,230,Port,Port, 2007
1293,,Port/Sherry,Portugal,"An impressive, balanced wine from master winemaker Dirk van Niepoort. Chocolate and licorice flavors dominate the fruit, giving a wine that has weight, complexity and at the same time elegance. The tannins offer a dense, dry structure. It is tight, solid and certainly for aging. ",Niepoort 2007 Vintage  (Port),96,100,Port,Port, 2007
1294,,Port/Sherry,Portugal,"A solidly structured wine, packed with initially sweet fruit that then becomes drier as the ripe tannins show through. All the ingredients are there, supported by a tense texture to go with the first sweetness. It's an exciting wine, obviously very ageworthy. ",Dow's 2007 Vintage  (Port),96,76,Port,Port, 2007
1295,,Port/Sherry,Portugal,"Dense and serious, a powerful vintage, as would be expected from Fonseca. The whole emphasis of the wine pushes the tannins forward, but this structure is based on black plums with dark fruit skins and a solid, chunky character. The finish is juicy and bold. ",Fonseca 2007 Vintage  (Port),96,95,Port,Port, 2007
1296,20.0,Dessert,US,"Everything's nice about this dessert wine except for the thinness of flavor. It's honey-sweet, with firm tannins and a bracing jolt of warming alcohol, with sweet caramelization from wood. But the fruit is dilute. Needs greater concentration. ",Optima 2006 Orgaz Zinfandel Port (Dry Creek Valley),83,26,California,Port, 2006
1297,14.2,Dessert,US,"Made from a Portuguese variety, this Port-style wine has a residual sugar of 8%. The flavors veer toward blackberries and dark chocolate. It's also very tart. Yet it doesn't deliver enough richness, and it finishes hot. Your mouth longs for more fruit, richness, complexity. Drink now. ",Paraiso Vineyards NV Souzao Port (Santa Lucia Highlands),85,25,California,Port,
1298,20.0,Dessert,US,"Ultra-sweet, with honeyed flavors of blackberries, currants, chocolate, anise and spices. Would score higher if it were more concentrated and complex. ",Benson Ferry 2003 Port (Lodi),86,30,California,Port, 2003
1299,16.0,Red,US,"Despite the “valley” appellation, this is one of the highest elevation vineyards in Sonoma County. It's a dense, tannic, concentrated wine, with a deep core of black currants, black pepper and chocolate. Zinfanatics will absolutely love it, but it's very high in alcohol, almost Port-like, although the finish is absolutely dry. ",Hanna 2006 Bismark Mountain Vineyard Zinfandel (Sonoma Valley),88,65,California,Zinfandel, 2006
1301,,Port/Sherry,Portugal,"Lean and light in character, a wine that shows a very stalky style, the acidity and tannins dominant. ",Messias 2005 Late Bottled Vintage  (Port),84,15,Port,Port, 2005
1302,20.5,Port/Sherry,US,"Honey-sweet, with blackberry, cherry and caramel flavors. Yet it feels unyielding, offering the tease but not the follow-through of richness. Drink now. ",Robert Hall 2006 Vintage Port (Paso Robles),85,34,California,Port, 2006
1303,,Port/Sherry,Portugal,"A light wine from a wet year. The wine is soft, seemingly dilute. It has some red berry flavors, but not much texture or structure, with wood aging taste. ",Quinta da Prelada 2002 Late Bottled Vintage  (Port),85,30,Port,Port, 2002
1304,19.5,Port/Sherry,Portugal,"A fine, sweet, fresh Port, well integrated with the spirit. It has just a touch of acidity to give a good balance. ",Poças NV Pink Rosé  (Port),85,16,Port,Port,
1305,20.0,Port/Sherry,US,"Sweet, with flavors of blackberry tart, dark chocolate, crème de cassis and cherry glacé. Could be firmer in acidity and more concentrated, but it's a pretty dessert wine. ",Bogle 2006 Port Petite Sirah (Clarksburg),86,18,California,Petite Sirah, 2006
1306,,Port/Sherry,Portugal,"A rich, toffee-like wine, fleshy and opulent, appealing in its generosity. Only after a while do the tannins show through, and even then the full-bodied character dominates. ",Dão Sul 2007 Quinta das Tecedeiras Vintage  (Port),91,55,Port,Port, 2007
1307,,Port/Sherry,Portugal,"As often happens, this lesser brand from the Symington Family Estates stable has produced an impressive vintage. It is structured, while also attractive, lively and fresh. There is a light layer of sweetness, the fruit bold and black, finishing with a fine, juicy aftertaste. ",Smith Woodhouse 2007 Vintage  (Port),91,56,Port,Port, 2007
1308,,Port/Sherry,Portugal,"Dry tannins and great concentration are followed by sweet fruits, damson juice and a rich core of powerful tannins. This intensity is lightened by the sweetness of black currants, but ultimately this impressive wine is dry. ",Churchill's 2007 Vintage  (Port),91,95,Port,Port, 2007
1309,14.0,Red,Portugal,"A Pombal is a dovecote (it's also the name of the Portuguese prime minister who created the Douro demarcation in 1756), and this wine comes from vines close to a dovecote on the Vesúvio estate. It shows smooth, opulent richness with the concentration of low yields. It has wonderful black fruits and a sweet, spicy tannin character. ",Quinta do Vesuvio 2007 Pombal do Vesúvio Red (Douro),92,28,Douro,Portuguese Red, 2007
1310,,Port/Sherry,Portugal,"Ripe and juicy, a wine that wears its heart on its sleeve. It is perfumed, with the 2007 freshness and a fine layer of nutmeg coming through the blackberry juice flavor. For medium-term aging. ",Quinta do Noval 2007 Vintage  (Port),92,100,Port,Port, 2007
1311,,Port/Sherry,Portugal,"Finely tannic, this is a solid wine, full of dark fruit skins, dry, dense and impressive in structure. It shows every sign of aging potential, from its solid tannins to its tight, red berry fruits and black fig flavors. ",Ramos-Pinto 2007 Vintage  (Port),92,90,Port,Port, 2007
1312,,Port/Sherry,Portugal,"A ripe wine, firmly structured. It has density, firm, dry tannins to go with black currant fruits and considerable acidity. An impressive wine, the tannins offering long aging. ",Martinez Gassiot 2007 Vintage  (Port),92,56,Port,Port, 2007
1313,,Port/Sherry,Portugal,"Pisca vineyard is a recent purchase by Niepoort, although the company has bought fruit there for many years. This is a first as a single quinta wine, softer than the Niepoort vintage, immediately attractive, finely balanced. It has structure and sweet fruit. ",Niepoort 2007 Pisca Vintage  (Port),92,100,Port,Port, 2007
1314,,Port/Sherry,Portugal,"Made by Niepoort for importer Broadbent Selections, this is a structured wine, showing dry tannins and density. The fruit is all there as well, offering fresh acidity, crushed raspberries and red plums. Alongside the ripeness, there is a dry core of tannin. ",Broadbent 2007 Vintage  (Port),92,69,Port,Port, 2007
1315,,Port/Sherry,Portugal,"An elegant, restrained wine, from young winemaker Oscar Quevedo. It's the balance between the sweet fruit, the tannins and acidity that make this wine. And there is a final dry, firm, tough burst that promises aging. ",Quevedo 2007 Vintage  (Port),92,50,Port,Port, 2007
1316,,Port/Sherry,Portugal,"A floral wine, offering dusty tannins to go with its sweet crushed strawberry flavors. There are spice and black fig flavors as well as elegance—a sense of proper restraint just waiting to power out in maybe 10 years. At the moment, it is all fruit, but over time it will show more structure. ",Warre's 2007 Vintage  (Port),93,73,Port,Port, 2007
1317,,Port/Sherry,Portugal,"A first vintage Port for José Maria Soares Franco, the man behind the legendary Douro table wine Barca Velha. He has teamed up with J. Portugal Ramos, better known in the Alentejo. This is beautifully perfumed Touriga Nacional, followed by fine and ripe tannins. A layer of acidity gives the wine a more dry, serious side. Powerful and intended for aging. ",Duorum 2007 Vintage  (Port),93,60,Port,Port, 2007
1318,,Port/Sherry,Portugal,"This big, firm wine, produced by the team that makes Dow's and Graham's Port, is as impressive as always. With its tight plum skins and dense character, ripe jammy texture and sweet fruit, it combines immediate charm with the potential for long-term aging. ",Quinta de Roriz 2007 Vintage  (Port),93,56,Port,Port, 2007
1319,,Port/Sherry,Portugal,"With its enticing perfumes, sweet plum and damson fruit flavors, this is initially a seductive wine. But at the same time, the vivid acidity and the strong tannic element suggest good aging potential. ",Offley 2007 Vintage  (Port),93,70,Port,Port, 2007
1321,,Port/Sherry,Portugal,"With its delicious juicy character, and blackberry jelly sweetness, this is a ripe wine, packed with fruit. It is sustained by a core of tannins and some herbal bitterness offering a good contrast to all the opulence and richness. ",Quinta do Vesuvio 2007 Vintage  (Port),94,74,Port,Port, 2007
1322,,Port/Sherry,Portugal,"A Port for aging, as you would expect from Graham's. The wine is dry, firm, textured, solid and dense. The fruit flavors of fresh cranberry and black currant are a supporting act at this stage. Classic vintage. ",W. & J. Graham's 2007 Vintage  (Port),95,90,Port,Port, 2007
1323,,Port/Sherry,Portugal,"Enticing violet and black currant aromas are followed by ripe plum and spice flavors. Maybe this isn't the most powerful Taylor Fladgate vintage ever, but it is balanced, opulent, beautifully made, the tannins fine, layered, with exquisite final acidity. ",Taylor Fladgate 2007 Vintage  (Port),95,95,Port,Port, 2007
1324,,Port/Sherry,Portugal,"Soft and juicy, showing the ripe heat of the Upper Douro. Sweet chocolate and fresh fruits balance well, supported easily by light tannins. It's easy, likely to develop relatively quickly. ",Quinta do Vale Meão 2007 Vintage  (Port),89,65,Port,Port, 2007
